naive,5eea9c10afc7095e3834f2e9,1.0
naive,None1,1.0
naive,5eea9c10afc7095e38353f72,1.0
naive,5eea9c6bafc7095e38361024,1.0
naive,5eea9c6bafc7095e3836899b,1.0
naive,5eea9c6bafc7095e3836d76b,1.0
naive,5eea9c6bafc7095e38372704,1.0
naive,5eea9c6bafc7095e38376e8a,1.0
naive,5eea9c6bafc7095e38371154,2.0
naive,5eea9cc3afc7095e3837fd91,2.0
naive,5eea9c10afc7095e3834feb7,2.0
naive,5eea9c10afc7095e3834acd6,3.0
naive,5eea9c10afc7095e3835009a,5.0
None1,5eea9cc3afc7095e3837ff6b,0.0
None1,5eea9cc3afc7095e3837a11a,0.0
5eea9cc3afc7095e3837ff6b,5eea9c10afc7095e3834f90c,1.0
5eea9c10afc7095e3834f90c,5eea9c6bafc7095e3837051b,3.0
5eea9c10afc7095e3834f90c,5eea9c10afc7095e3835955e,3.0
5eea9c6bafc7095e38376e8a,5eea9c6bafc7095e383616aa,2.0
5eea9c10afc7095e3834acd6,5eea9c10afc7095e3834da2b,1.0
5eea9c10afc7095e3834acd6,5eea9c10afc7095e383537e6,1.0
5eea9c10afc7095e3834acd6,5eea9c6bafc7095e383696c9,1.0
5eea9c10afc7095e3834acd6,5eea9c6bafc7095e3836d81f,1.0
5eea9c10afc7095e3834acd6,5eea9c6bafc7095e3836a2c2,2.0
5eea9c10afc7095e3834acd6,5eea9c6bafc7095e3836cd4c,2.0
5eea9c10afc7095e3834acd6,5eea9cc3afc7095e3837e552,2.0
5eea9c10afc7095e3834acd6,5eea9c6bafc7095e383671bc,3.0
